NEIGHBORHOOD,ZIP_CODE,PROP_TYPE,SQUARE_FEET,LOT_SIZE,NO_BEDROOMS,TOTAL_BATHS,LIST_PRICE,Predicted_Rent,structural_issues,financing_limitations,property_condition,legal_or_disclosure_gaps,environmental,Disclosure,disclosure_risk_score
,2675,CC,1302,,2,3,725000.0,5044.921443420417,False,False,True,True,False,"Refrigerator, Washer & Dryer included. Buyer's & Buyer's agents to verify all information for accuracy. Seller & Seller's agent make no warranties or representation either expressed or implied.",0.3
,2748,SF,1446,8712.0,3,2,749000.0,5506.595425159413,False,False,False,False,False,"New automatic whole house generator. Seller ready to install new 4 bedroom septic. 10+ acres includes subdivided buildable 5 acre lot with recent percolation test. See attached subdivision plan/survey recorded at Registry of Deeds, describes Lot 4A 5+ acres with house and Lot 4B 5 acre buildable lot",0.0
,2748,SF,1423,115870.0,3,1,895000.0,4175.640493240811,False,False,False,False,False,"$1,500 for septic reserve fund and 3 month reserve of condo fees due at closing.",0.0
,2748,SF,1064,19166.0,3,1,649500.0,4074.0435072484393,False,False,True,False,False,"Home is being sold in ""as is"" condition. Buyer is responsible for obtaining the smoke certificate. Offers, if any, are due by Sunday, 8/11 at 5 PM. Seller reserves the right to accept an offer before 8/11.",0.2
,2748,SF,1306,604177.0,3,2,2295000.0,5622.906160783854,False,False,False,False,False,Deeded parking space located at 350 North St. w/ Quarterly fee of $425.,0.0
,2532,SF,1000,6708.0,2,1,515000.0,3903.4663490733824,True,False,False,False,False,All information in MLS and all marketing materials for this home are deemed accurate but should be verified by buyer/buyers agent. Roof approx 2021.Showings start Sat. 8/24 at OH 11-1:00 and Sun 8/25 from 12-1:30. Any offers due Mon. 8/26 by 5:00pm. Please make offer good to 8/27 at 5:00pm. Thanks,0.3
,2717,SF,795,69696.0,2,1,369900.0,3982.581232166767,False,False,False,False,False,Unit owners split common cost  ie Master insurance approx $1000 each yearly..any common expenses are split as needed,0.0
,2360,SF,1608,40907.0,3,2,495000.0,5593.122674928194,False,False,False,False,False,New  furnace and AC 2022,0.0
,2638,CC,1972,,3,3,615900.0,5200.553690430014,False,False,True,False,False,Estate sale.,0.2
The Residences at Elbow Pond,2360,SF,1746,35680.0,3,3,729000.0,,False,False,False,False,False,Video cameras on site. Washer and dryer to stay as a gift from the sellers no warranty.,0.0
,2664,SF,1130,10454.0,3,2,575000.0,5471.594233332114,False,False,False,False,False,"Room sizes are approximate. Upstairs bathroom tub will need to be replaced. Subject to seller finding suitable housing, actively looking.",0.0
,2601,SF,1542,9148.0,4,2,650000.0,5558.224265565335,False,False,False,False,False,"Title 5 scheduled for August 8th washer, dryer and refrigerator included in sale.",0.0
,2649,CC,2113,,2,3,499000.0,5035.099670832236,True,False,False,False,False,"Natural Gas whole house, town sewer, town water, Hot water tank(2021) Roof (1997) Rear Roof on garage (2010), Sump Pump(2014),Hardwood most of the house,Under rugs in Lvng room,dining room and bedrooms.Full house generator wired in.Shed included.All maintenance records in hand.",0.3
,2540,SF,3214,55892.0,4,4,1695000.0,6128.946272432935,False,False,False,False,False,"Showings to begin at the first Open House on Thursday, July 18th @ 5 pm. All offers will be due on Monday, July 22rd by 7pm. Offers to be submitted in one clean PDF file, including the buyer agents full contact information.",0.0
,2536,SF,1609,58070.0,3,2,600000.0,5583.646795889683,False,False,False,False,False,Family Home - Seller has not lived at Property. Property to be Delivered Empty on/by 09/01/2024,0.0
,2540,SF,1697,14000.0,4,2,899000.0,5615.803145102454,False,False,False,False,False,"New conversion, taxes are this units share of the building until reassessment, Sq footage is estimate until final condo docs. Broker has ownership interest in property",0.0
,2649,CC,1338,,2,2,515000.0,4913.809764907104,False,False,True,False,False,Slider door has a few breaks in the seal; Hardwood flooring has a few worn areas; Vent in Main BA not working; Basement is full but lower than normal height;  This is an over 55 yr community.,0.2
,2649,CC,2404,,2,4,774900.0,5000.217642022568,False,False,False,True,False,"Information deemed reliable, but not guaranteed. Buyer and buyer's agent to do their own due diligence with measurements and documents.Seller has never lived at the house. Seller reserves the right to accept an offer at any time.Offers to be emailed. Group showings will be arranged &OH to take place",0.1
Captain Davis,2536,SF,3133,39204.0,5,4,1399000.0,,False,False,False,False,False,Seller reserves the right to accept an offer at anytime.,0.0
Quaker Farm Estate,2537,SF,3366,60113.0,5,6,1650000.0,,False,False,False,False,False,Stainless steel kitchen appliances to be installed prior to closing. Final HOA dues may change as final operating budget is modified. Property under construction. Use caution on job site. Anticipated date of closing mid July.,0.0
,2360,CC,568,,1,1,460000.0,3282.1014922120016,False,False,True,False,False,Seller's disclosure attached. Basement has no permit being sold as is.,0.2
,2644,SF,1638,28314.0,4,2,630000.0,5614.781300221101,False,False,False,False,True,De-lead letter of compliance available for unit 1.,0.15
,2562,CC,2130,,2,3,675000.0,5035.099670832236,False,False,False,False,False,Contingent upon seller finding suitable housing.,0.0
,2536,SF,1352,0.0,2,3,695000.0,5047.572779077825,False,False,False,False,False,Motivated seller,0.0
,2664,SF,1444,10890.0,3,3,774900.0,5668.145561893212,False,False,False,False,False,Buyer and buyer agent to do due diligence.  Measurements are approximate.,0.0
,2346,SF,1404,0.34,3,2,430000.0,5145.425040750947,False,False,False,False,False,Photos are from a furnished model home.,0.0
,2324,SF,1762,18750.0,3,2,549000.0,5543.081511790771,False,False,True,False,False,Property is being sold 'As Is.' Seller has not occupied the property and makes no representations or warranties regarding the condition of the property. Buyer to perform due diligence. Parking spots are on the private way but are not deeded.,0.2
,2571,SF,1312,5575.0,3,2,639000.0,5442.805979286592,False,False,False,False,False,Room sizes are approximate,0.0
,1960,CC,2104,,2,3,620000.0,6042.488778296606,False,False,True,False,False,Agent is related to seller.  One light switch in main bedroom is not working.,0.2
,2673,MF,3442,22215.0,9,5,1250000.0,6205.315820450943,True,False,False,False,False,Seepage in basement during heavy rains. Buyer's and buyer's agents to do their due diligence.,0.3
,2537,SF,1512,34848.0,3,2,950000.0,5606.894637354379,True,False,False,False,False,"Minor water seepage in basement only when heavy storms occur. Solar panels are leased, lease must be assumed by buyers. Sellers pay $244/ month for solar panel lease",0.3
,2673,SF,1810,21780.0,3,3,650000.0,5656.268662642402,False,False,False,False,False,Fireplace never used. See Escrow Agent Notification and Limitations disclosures attached.,0.0
,2601,SF,2000,10500.0,3,3,550000.0,5634.209173850288,False,False,False,False,False,Taxes are an estimate. One year builders warranty included. Living Area is approximate. Condo Fees and Taxes TBD and both listed here are estimates. Photos are of unit 9 which is staged and under contract.,0.0
,2571,SF,768,0.39,2,1,497000.0,3616.549160998687,False,False,False,False,False,Buyer and Buyer's Agent to do their own due diligence. All measurements are approximate.,0.0
,2532,CC,1188,67.17,2,2,384000.0,4967.113952464268,False,False,False,False,False,Buyers & buyers agent to conduct own due diligence. Third bedroom on 3rd floor has no closet. Offers are due Tuesday 8/6 by 12 PM.,0.0
,2379,SF,1760,95832.0,3,2,680000.0,5606.108218563466,False,True,False,False,False,"All measurements approximate. Property under construction. Cash, Hard Money, etc only, will not qualify for conventional financing. Seller financing available, ask for terms. No trespassing, do not walk property without listing agent, cameras in use.",0.25
,2601,SF,1300,10019.0,4,2,769000.0,5670.076643688625,False,False,False,False,False,Title V is not done yet. Contingent on seller finding suitable housing (already under agreement on another property) Home to be sold as-is.,0.0
,2642,SF,2867,20037.0,3,3,1255000.0,5691.839287987372,False,False,False,False,False,Oversized garage 23x30  - Generac generator - Reeds Ferry shed - tankless h/w - title V approved.,0.0
,2642,SF,598,40510.0,2,1,549000.0,3954.011599214,True,False,False,False,False,"Listing Agent is related to the Seller. Seller to credit Buyer $2,000 for a new fridge. Few windows have broken seals. Furnace has just been serviced and cleaned.",0.3
,2664,SF,1395,30056.0,2,1,575000.0,4132.7939374366,False,False,False,False,False,Shown by appointment only.,0.0
,2150,CC,410,,0,1,299950.0,2767.9192651898675,False,False,True,False,False,whole house fan not working.  Pool liner will need to be replaced soon.,0.2
,2302,SF,1260,10446.0,3,1,519900.0,4088.251277851705,False,False,False,False,False,Separate electric & gas meters. Property was previously heated by oil.,0.0
,2132,SF,2222,6009.0,4,3,1179000.0,5569.504654024235,True,False,False,False,True,Property is in a 100 year flood zone.  Master Insurance Policy covers the flood insurance through the HOA.,0.45
,2043,SF,1582,11462.0,3,2,879900.0,6263.220647594542,False,False,False,False,False,"Contingent upon Seller finding suitable housing/identified, see broker for details",0.0
,2189,SF,1680,13068.0,4,2,620000.0,5583.4634660313,False,False,True,False,False,"The seller have never lived in the property, listing agent has financial interested in the property. lot size is unknown. the garage door is not working properly. seller can fix it upon buyer's request. some photos are virtually stage including landscaping. Also Listed as sfr mls #73275070",0.2
,2116,CC,546,,1,2,699000.0,4235.688453239974,False,False,False,False,True,Lead test done in '95- no reports avail. There is one unused empty oil tank in basement. 3 leases ends 8/31/24 and one lease ends 6/30/24. One is a TAW. Will require commercial financing because it's more than 4 units. City records have an inaccurate room count. Annual expenses/income based on 2023.,0.15
,2066,SF,2508,32130.0,3,3,999000.0,7524.357595809006,True,False,False,False,False,"Special assessment November 2024. Price to be determined,Bathroom sink drain doesn't latch.Tub drain latch isn't functioning, Plans for marketing purposes only.Seller would like an end of September closing.",0.3
,2382,CC,1970,,2,2,399000.0,4893.556083700532,False,False,False,False,False,On Street Permit Parking Only. Listing agent has a financial interest in the development.,0.0
,2061,SF,5349,69696.0,5,5,1999000.0,7557.68531614948,False,False,False,False,False,Building is almost complete. Condo fees and square footages are estimated. Completion estimated as June 2024.,0.0
,2347,SF,2833,466963.0,4,2,998000.0,5701.793653878655,False,False,False,False,False,"EV Level two charger for your car being installed at pkg space 28 in the next 30 days.   At this time the association is paying the tax bill to the city, until the city assesses individual units directly  Individual units pay the association their interest.",0.0
,2360,SF,1664,19371.0,3,2,599999.0,5591.395724683931,True,False,True,False,True,"H&B due 8/12 @ 6 Subject to the seller finding suitable housing. The 1st-floor bathroom has a plumbing leak & large split at the top of the sewer pipe in the basement. Lead paint to acc. all offers, All deposits through deposit link. The property is being sold as is. No escalation/personal letters.",0.65
,2347,CC,1279,,2,2,588000.0,4926.074923963293,False,False,False,False,False,Voluntary Association fee of $300-$400/year for lights and landscaping. Well for irrigation only. Septic is for a 4 bedroom system.,0.0
,2127,SF,1734,2748.0,4,1,1100000.0,3744.4565144169183,True,False,False,False,False,"ALL OFFERS DUE TUESDAY, AUGUST 6th AT 12:00 P.M. (NOON), PLEASE MAKE GOOD THROUGH WEDNESDAY, AUGUST 7th AT 10:00 A.M. A few of the windows have broken seals.",0.3
,2476,SF,2752,12118.0,3,2,1100000.0,5493.022346780221,False,False,False,False,False,"room sizes are approx, floor plans are for marketing purposes only.",0.0
,2110,CC,1869,1869.0,3,2,2795000.0,6374.798077322603,False,False,False,False,False,Per sellers - basement gets some water in few spots during extreme rain. Improved greatly with gutter guards and landscaping.,0.0
,2109,CC,1524,1524.0,2,2,1650000.0,5694.982785504904,True,False,False,False,False,Variance for back left corner of garage that touches neighbors property. FP has not been used. 2 sump pumps in basement. 4 bedroom septic. One broken seal in Living Room. Some wetlands at right rear/side of property.,0.3
,2081,SF,1632,20010.0,4,2,765000.0,6047.268945903516,False,False,False,False,False,see floor plans for approx room sizes. Propane tank is leased.,0.0
,1760,CC,2250,,3,4,1170000.0,7156.407773593646,False,False,False,True,False,Seller is a licensed agent.  Seller has never lived in property.,0.1
,1742,CC,2098,92047.0,3,3,1100000.0,7426.647146127699,False,False,True,False,False,All but 2 windows are original. There is no garage door remote. This must be owner occupied.  Sold As Is. Seller did not live in the unit.,0.2
,1605,MF,3394,8975.0,5,3,690000.0,7065.836999363534,True,False,False,False,False,"Roof replaced in 2013, 1 heating system replaced in 2019 and water heaters in 2018 and 2023. Some seepage in basement in heavy rain.",0.3
,2747,SF,2307,130680.0,4,2,499800.0,5582.903617096184,False,False,False,False,False,Age of boiler unknown. The condo association took out a loan that matures in 2031 to pay for building new rear decks and other repairs. This unit's monthly loan payment is $298.90 until maturity. Property is sold as-is. All information is to the best of the agent's knowledge.,0.0
,2745,MF,2344,5401.44,6,2,575000.0,5488.3615593248815,False,False,False,False,False,Exterior camera may be in use.,0.0
,1906,SF,2079,17755.0,3,3,749900.0,7434.329188940452,False,False,False,False,False,RT 28 to Quinaquisset to Harwich,0.0
,2766,SF,1599,15000.0,3,2,369900.0,5582.995952877338,False,False,False,False,False,Buyers to pay $4500 non-refundable fee at closing for Capital Fund,0.0
,1834,SF,1536,43560.0,4,2,515000.0,6061.439020118881,False,False,False,False,False,Buyer and buyer's agent to do their own due diligence and verify info. Public record states property is a 2 bedroom home. Septic system is a 4 bedroom design per previous title v.,0.0
,1760,SF,1328,10406.0,3,1,600000.0,4614.079200834379,False,False,False,False,False,There 188.00 monthly condo fee for the valet parking.,0.0
,2053,SF,3138,26571.0,5,3,895000.0,7346.327605196774,False,False,False,False,False,Solar Loan in place. Pool was not opened this season. Opened and operated last season.,0.0
,2145,MF,2689,3970.0,4,2,1179000.0,5211.921764444695,False,False,True,False,False,"Refrigerator in main house ""as is"",.  Permitted occupancy for accessory apartment in hand. Release in process.",0.2
,2141,CC,1550,,3,3,1199000.0,5022.170336547793,False,False,False,False,False,Subject to sellers finding suitable housing,0.0
,2766,CC,1852,0.0,2,3,529900.0,5044.924545492978,True,False,False,False,False,"Septic did not pass Title 5, up to buyer to upgrade. See report and plan attached. Flood insurance may be required if financing.",0.3
